Price,Open,High,Low,Close,Volume
Ticker,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI
Date,,,,,
2018-02-14,5137.56982421875,5188.14013671875,5081.6201171875,5165.259765625,109723700
2018-02-15,5211.7099609375,5255.080078125,5204.43994140625,5222.52001953125,97295500
2018-02-16,5249.419921875,5291.47998046875,5245.7998046875,5281.580078125,101183700
2018-02-19,5295.330078125,5297.3701171875,5249.89013671875,5256.18017578125,51447900
2018-02-20,5257.43017578125,5291.81005859375,5249.85009765625,5289.85986328125,75702000
2018-02-21,5278.47998046875,5303.81005859375,5255.77001953125,5302.169921875,72945400
2018-02-22,5272.43017578125,5321.18994140625,5253.2001953125,5309.22998046875,87528200
2018-02-23,5312.2998046875,5322.35009765625,5292.7001953125,5317.3701171875,68488500
2018-02-26,5343.56982421875,5357.35986328125,5329.509765625,5344.259765625,67882600
2018-02-27,5358.56982421875,5363.52001953125,5329.7900390625,5343.93017578125,76239100
2018-02-28,5321.5,5357.06005859375,5312.6201171875,5320.490234375,84387800
2018-03-01,5304.81005859375,5315.77001953125,5242.8701171875,5262.56005859375,112757700
2018-03-02,5223.14013671875,5226.10986328125,5121.240234375,5136.580078125,117629800
2018-03-05,5116.39013671875,5176.52001953125,5115.93994140625,5167.22998046875,120940100
2018-03-06,5203.10986328125,5216.60009765625,5170.14013671875,5170.22998046875,90489200
2018-03-07,5151.68994140625,5203.06005859375,5134.509765625,5187.830078125,93450600
2018-03-08,5189.14013671875,5264.35986328125,5186.27978515625,5254.10009765625,92799400
2018-03-09,5243.08984375,5293.080078125,5241.509765625,5274.39990234375,75500400
2018-03-12,5298.22021484375,5302.419921875,5258.10986328125,5276.7099609375,64074300
2018-03-13,5284.83984375,5311.66015625,5225.27001953125,5242.7900390625,87014000
2018-03-14,5237.75,5272.72021484375,5224.31005859375,5233.35986328125,73618000
2018-03-15,5252.22021484375,5274.93994140625,5235.93994140625,5267.259765625,82441300
2018-03-16,5259.35986328125,5299.22998046875,5258.509765625,5282.75,150258600
2018-03-19,5263.39013671875,5265.43994140625,5210.06982421875,5222.83984375,76919000
2018-03-20,5232.1201171875,5255.10009765625,5208.509765625,5252.43017578125,66443200
2018-03-21,5252.77978515625,5257.240234375,5220.259765625,5239.740234375,69220400
2018-03-22,5205.169921875,5231.169921875,5119.2900390625,5167.2099609375,104323700
2018-03-23,5115.81982421875,5128.7099609375,5059.669921875,5095.22021484375,102365000
2018-03-26,5106.33984375,5126.990234375,5043.27001953125,5066.27978515625,83600900
2018-03-27,5141.39990234375,5149.0498046875,5100.2099609375,5115.740234375,84280000
2018-03-28,5073.419921875,5130.43994140625,5038.1201171875,5130.43994140625,102195900
2018-03-29,5152.02978515625,5194.97998046875,5134.75,5167.2998046875,92382200
2018-04-03,5144.6298828125,5171.6201171875,5118.68994140625,5152.1201171875,81857300
2018-04-04,5155.47021484375,5163.6298828125,5094.68994140625,5141.7998046875,91113200
2018-04-05,5216.68017578125,5280.60986328125,5213.6298828125,5276.669921875,94689000
2018-04-06,5256.25,5282.72021484375,5243.02001953125,5258.240234375,68854400
2018-04-09,5271.0,5289.72021484375,5247.56982421875,5263.39013671875,60670000
2018-04-10,5299.580078125,5312.8798828125,5281.580078125,5307.56005859375,78090500
2018-04-11,5301.43994140625,5303.31982421875,5264.27001953125,5277.93994140625,68231500
2018-04-12,5280.66015625,5309.97021484375,5266.35986328125,5309.22021484375,82203700
2018-04-13,5318.1298828125,5339.0498046875,5303.3798828125,5315.02001953125,68375700
2018-04-16,5322.41015625,5322.41015625,5298.93994140625,5312.9599609375,60319200
2018-04-17,5325.6298828125,5370.22998046875,5317.1201171875,5353.5400390625,81726700
2018-04-18,5360.4501953125,5381.740234375,5359.6298828125,5380.169921875,82529900
2018-04-19,5389.81982421875,5397.83984375,5377.10986328125,5391.64013671875,74094100
2018-04-20,5395.1298828125,5425.7900390625,5381.10986328125,5412.830078125,87342700
2018-04-23,5404.72021484375,5440.83984375,5392.580078125,5438.5498046875,65848500
2018-04-24,5428.18017578125,5446.7001953125,5414.39990234375,5444.16015625,90205000
2018-04-25,5414.14990234375,5442.31982421875,5388.669921875,5413.2998046875,78056400
2018-04-26,5416.75,5460.009765625,5407.580078125,5453.580078125,83179000
2018-04-27,5454.25,5483.18994140625,5453.97021484375,5483.18994140625,71130200
2018-04-30,5477.43994140625,5521.43994140625,5474.47998046875,5520.5,73369100
2018-05-02,5511.4599609375,5538.72998046875,5509.080078125,5529.22021484375,93979100
2018-05-03,5515.35986328125,5523.77978515625,5489.6298828125,5501.66015625,79259400
2018-05-04,5495.7099609375,5516.0498046875,5485.990234375,5516.0498046875,85333000
2018-05-07,5511.93994140625,5532.1201171875,5503.7001953125,5531.419921875,45591900
2018-05-08,5523.91015625,5529.14990234375,5496.39013671875,5521.93017578125,70214400
2018-05-09,5520.64990234375,5535.240234375,5511.580078125,5534.6298828125,72894200
2018-05-10,5532.3701171875,5547.2001953125,5522.91015625,5545.9501953125,48972800
2018-05-11,5533.41015625,5544.740234375,5521.33984375,5541.93994140625,61288900
2018-05-14,5539.0498046875,5542.2099609375,5524.43994140625,5540.68017578125,59725700
2018-05-15,5529.39013671875,5563.35986328125,5527.64013671875,5553.16015625,88419600
2018-05-16,5546.39013671875,5570.9599609375,5540.669921875,5567.5400390625,76258900
2018-05-17,5570.39013671875,5621.919921875,5570.0400390625,5621.919921875,80318200
2018-05-18,5610.14013671875,5643.14990234375,5603.35009765625,5614.509765625,115184600
2018-05-21,5626.7001953125,5657.43994140625,5626.18017578125,5637.509765625,49392900
2018-05-22,5637.93994140625,5653.08984375,5628.93017578125,5640.10009765625,82627400
2018-05-23,5626.02001953125,5626.02001953125,5544.41015625,5565.85009765625,100736000
